Var1,Var2
HMR_7324,N-glycan metabolism
HMR_7325,N-glycan metabolism
HMR_7327,N-glycan metabolism
HMR_7328,N-glycan metabolism
HMR_7332,N-glycan metabolism
HMR_7333,N-glycan metabolism
HMR_7334,N-glycan metabolism
HMR_7335,Keratan sulfate biosynthesis
HMR_7336,Keratan sulfate biosynthesis
HMR_7337,Keratan sulfate biosynthesis
HMR_7338,Keratan sulfate biosynthesis
HMR_7339,Keratan sulfate biosynthesis
HMR_7340,Keratan sulfate biosynthesis
HMR_7341,Keratan sulfate biosynthesis
HMR_7342,Keratan sulfate biosynthesis
HMR_7343,Keratan sulfate biosynthesis
HMR_7344,Keratan sulfate biosynthesis
HMR_7345,Keratan sulfate biosynthesis
HMR_7346,Keratan sulfate biosynthesis
HMR_7347,Keratan sulfate biosynthesis
HMR_7348,Keratan sulfate biosynthesis
HMR_7349,Keratan sulfate biosynthesis
HMR_7350,Keratan sulfate biosynthesis
HMR_7351,Keratan sulfate biosynthesis
HMR_7352,Keratan sulfate biosynthesis
HMR_7353,Keratan sulfate biosynthesis
HMR_7354,Keratan sulfate biosynthesis
HMR_7355,Keratan sulfate biosynthesis
HMR_7356,Keratan sulfate biosynthesis
HMR_7357,Keratan sulfate biosynthesis
HMR_7358,Keratan sulfate biosynthesis
HMR_7359,Keratan sulfate biosynthesis
HMR_7360,Keratan sulfate biosynthesis
HMR_7361,Keratan sulfate biosynthesis
HMR_7362,Keratan sulfate biosynthesis
HMR_7363,Keratan sulfate biosynthesis
HMR_7364,Keratan sulfate biosynthesis
HMR_7365,Keratan sulfate biosynthesis
HMR_7366,Keratan sulfate biosynthesis
HMR_7367,Keratan sulfate biosynthesis
HMR_7368,Keratan sulfate biosynthesis
HMR_7369,Keratan sulfate biosynthesis
HMR_7370,Keratan sulfate biosynthesis
HMR_7371,Keratan sulfate biosynthesis
HMR_7373,Keratan sulfate degradation
HMR_7374,Transport reactions
HMR_7375,Keratan sulfate degradation
HMR_7376,Keratan sulfate degradation
HMR_7377,Keratan sulfate degradation
HMR_7378,Keratan sulfate degradation
HMR_7379,Keratan sulfate degradation
HMR_7380,Keratan sulfate degradation
HMR_7381,Keratan sulfate degradation
HMR_7382,Keratan sulfate degradation
HMR_7383,Keratan sulfate degradation
HMR_7384,Keratan sulfate degradation
HMR_7385,Keratan sulfate degradation
HMR_7386,Keratan sulfate degradation
HMR_7387,Keratan sulfate degradation
HMR_7388,Keratan sulfate degradation
HMR_7389,Keratan sulfate degradation
HMR_7390,Keratan sulfate degradation
HMR_7391,Keratan sulfate degradation
HMR_7392,Keratan sulfate degradation
HMR_7393,Keratan sulfate degradation
HMR_7394,Keratan sulfate degradation
HMR_7395,Keratan sulfate degradation
HMR_7396,Keratan sulfate degradation
HMR_7397,Keratan sulfate degradation
HMR_7398,Keratan sulfate degradation
HMR_7399,Keratan sulfate degradation
HMR_7400,Keratan sulfate degradation
HMR_7401,Keratan sulfate degradation
HMR_7402,Keratan sulfate degradation
HMR_7403,Keratan sulfate degradation
HMR_7404,Keratan sulfate degradation
HMR_7405,Keratan sulfate degradation
HMR_7406,Keratan sulfate degradation
HMR_7407,Keratan sulfate degradation
HMR_7408,Keratan sulfate degradation
HMR_7409,Keratan sulfate degradation
HMR_7410,Keratan sulfate degradation
HMR_7411,Keratan sulfate degradation
HMR_7412,Keratan sulfate degradation
HMR_7413,Keratan sulfate degradation
HMR_7414,Keratan sulfate degradation
HMR_7415,Keratan sulfate degradation
HMR_7416,Keratan sulfate degradation
HMR_7417,Keratan sulfate degradation
HMR_7418,Keratan sulfate degradation
HMR_7419,Keratan sulfate degradation
HMR_7420,Keratan sulfate degradation
HMR_7421,Keratan sulfate degradation
HMR_7422,Keratan sulfate degradation
HMR_7423,Keratan sulfate degradation
HMR_7424,Keratan sulfate degradation
HMR_7425,Keratan sulfate degradation
HMR_7426,Keratan sulfate degradation
HMR_7427,Keratan sulfate degradation
HMR_7428,N-glycan metabolism
HMR_7429,N-glycan metabolism
HMR_7432,Transport reactions
HMR_7433,Transport reactions
HMR_7434,Transport reactions
HMR_7436,O-glycan metabolism
HMR_7438,O-glycan metabolism
HMR_7440,O-glycan metabolism
HMR_7442,Keratan sulfate biosynthesis
HMR_7443,Keratan sulfate biosynthesis
HMR_7444,Keratan sulfate biosynthesis
HMR_7445,Keratan sulfate biosynthesis
HMR_7446,Keratan sulfate biosynthesis
HMR_7447,Keratan sulfate biosynthesis
HMR_7448,Keratan sulfate biosynthesis
HMR_7449,Keratan sulfate biosynthesis
HMR_7450,Keratan sulfate biosynthesis
HMR_7451,Keratan sulfate biosynthesis
HMR_7452,Keratan sulfate biosynthesis
HMR_7454,Transport reactions
HMR_7455,Keratan sulfate degradation
HMR_7456,Keratan sulfate degradation
HMR_7457,Keratan sulfate degradation
HMR_7458,Keratan sulfate degradation
HMR_7459,Keratan sulfate degradation
HMR_7460,Keratan sulfate degradation
HMR_7461,Keratan sulfate degradation
HMR_7462,Keratan sulfate degradation
HMR_7463,Keratan sulfate degradation
HMR_7464,Keratan sulfate degradation
HMR_7465,Keratan sulfate degradation
HMR_7466,Keratan sulfate degradation
HMR_7467,Keratan sulfate degradation
HMR_7468,Keratan sulfate degradation
HMR_7469,Keratan sulfate degradation
HMR_7471,Keratan sulfate biosynthesis
HMR_7472,Keratan sulfate biosynthesis
HMR_7473,Keratan sulfate biosynthesis
HMR_7474,Keratan sulfate biosynthesis
HMR_7475,Keratan sulfate biosynthesis
HMR_7476,Keratan sulfate biosynthesis
HMR_7477,Keratan sulfate biosynthesis
HMR_7478,Keratan sulfate biosynthesis
HMR_7479,Keratan sulfate biosynthesis
HMR_7480,Keratan sulfate biosynthesis
HMR_7481,Keratan sulfate biosynthesis
HMR_7483,Transport reactions
HMR_7484,Keratan sulfate degradation
HMR_7485,Keratan sulfate degradation
HMR_7486,Keratan sulfate degradation
HMR_7487,Keratan sulfate degradation
HMR_7488,Keratan sulfate degradation
HMR_7489,Keratan sulfate degradation
HMR_7491,Chondroitin / heparan sulfate biosynthesis
HMR_7492,Chondroitin / heparan sulfate biosynthesis
HMR_7493,Chondroitin / heparan sulfate biosynthesis
HMR_7494,Chondroitin / heparan sulfate biosynthesis
HMR_7495,Chondroitin / heparan sulfate biosynthesis
HMR_7496,Chondroitin / heparan sulfate biosynthesis
HMR_7497,Chondroitin / heparan sulfate biosynthesis
HMR_7498,Chondroitin / heparan sulfate biosynthesis
HMR_7499,Transport reactions
HMR_7500,Transport reactions
HMR_7501,Chondroitin sulfate degradation
HMR_7502,Chondroitin sulfate degradation
HMR_7503,Chondroitin sulfate degradation
HMR_7504,Chondroitin sulfate degradation
HMR_7505,Chondroitin sulfate degradation
HMR_7506,Chondroitin sulfate degradation
HMR_7507,Chondroitin sulfate degradation
HMR_7509,Chondroitin / heparan sulfate biosynthesis
HMR_7510,Chondroitin / heparan sulfate biosynthesis
HMR_7512,Transport reactions
HMR_7513,Chondroitin sulfate degradation
HMR_7514,Chondroitin sulfate degradation
HMR_7515,Chondroitin sulfate degradation
HMR_7516,Chondroitin sulfate degradation
HMR_7517,Chondroitin sulfate degradation
HMR_7518,Chondroitin sulfate degradation
HMR_7519,Chondroitin / heparan sulfate biosynthesis
HMR_7520,Chondroitin / heparan sulfate biosynthesis
HMR_7521,Chondroitin / heparan sulfate biosynthesis
HMR_7522,Chondroitin / heparan sulfate biosynthesis
HMR_7524,Transport reactions
HMR_7525,Chondroitin sulfate degradation
HMR_7526,Chondroitin sulfate degradation
HMR_7527,Chondroitin sulfate degradation
HMR_7528,Chondroitin sulfate degradation
HMR_7529,Chondroitin sulfate degradation
HMR_7530,Chondroitin sulfate degradation
HMR_7531,Chondroitin sulfate degradation
HMR_7532,Chondroitin sulfate degradation
HMR_7534,Chondroitin / heparan sulfate biosynthesis
HMR_7535,Chondroitin / heparan sulfate biosynthesis
HMR_7536,Chondroitin / heparan sulfate biosynthesis
HMR_7537,Chondroitin / heparan sulfate biosynthesis
HMR_7538,Chondroitin / heparan sulfate biosynthesis
HMR_7540,Transport reactions
HMR_7541,Chondroitin sulfate degradation
HMR_7542,Chondroitin sulfate degradation
HMR_7543,Chondroitin sulfate degradation
HMR_7544,Chondroitin sulfate degradation
HMR_7545,Chondroitin sulfate degradation
HMR_7546,Chondroitin sulfate degradation
HMR_7547,Chondroitin sulfate degradation
HMR_7548,Chondroitin sulfate degradation
HMR_7549,Chondroitin sulfate degradation
HMR_7551,Chondroitin / heparan sulfate biosynthesis
HMR_7552,Chondroitin / heparan sulfate biosynthesis
HMR_7553,Chondroitin / heparan sulfate biosynthesis
HMR_7556,Transport reactions
HMR_7557,Chondroitin sulfate degradation
HMR_7558,Chondroitin sulfate degradation
HMR_7559,Chondroitin sulfate degradation
HMR_7560,Chondroitin sulfate degradation
HMR_7561,Chondroitin sulfate degradation
HMR_7562,Chondroitin sulfate degradation
HMR_7563,Chondroitin sulfate degradation
HMR_7564,Chondroitin sulfate degradation
HMR_7565,Chondroitin sulfate degradation
HMR_7566,Chondroitin sulfate degradation
HMR_7568,Transport reactions
HMR_7569,Transport reactions
HMR_7570,Transport reactions
HMR_7571,Heparan sulfate degradation
HMR_7572,Heparan sulfate degradation
HMR_7573,Heparan sulfate degradation
HMR_7574,N-glycan metabolism
HMR_7575,N-glycan metabolism
HMR_7576,N-glycan metabolism
HMR_7577,N-glycan metabolism
HMR_7578,N-glycan metabolism
HMR_7580,N-glycan metabolism
HMR_7581,Transport reactions
HMR_7582,N-glycan metabolism
HMR_7584,Transport reactions
HMR_7585,N-glycan metabolism
HMR_7586,N-glycan metabolism
HMR_7587,N-glycan metabolism
HMR_7588,Acylglycerides metabolism
HMR_7590,Transport reactions
HMR_7591,Glycerophospholipid metabolism
HMR_7594,Glycerophospholipid metabolism
HMR_7596,Transport reactions
HMR_7597,Glycerophospholipid metabolism
HMR_7598,Ether lipid metabolism
HMR_7600,Ether lipid metabolism
HMR_7602,Ether lipid metabolism
HMR_7603,Ether lipid metabolism
HMR_7610,Ether lipid metabolism
HMR_7611,Glycerophospholipid metabolism
HMR_7613,Glycerophospholipid metabolism
HMR_7614,Ether lipid metabolism
HMR_7615,Ether lipid metabolism
HMR_7617,Protein modification
HMR_7618,Protein modification
HMR_7623,Nicotinate and nicotinamide metabolism
HMR_7624,Protein modification
HMR_7628,"Phenylalanine, tyrosine and tryptophan biosynthesis"
HMR_7629,Transport reactions
HMR_7631,Transport reactions
HMR_7632,Transport reactions
HMR_7639,Transport reactions
HMR_7643,Transport reactions
HMR_7644,Transport reactions
HMR_7645,Transport reactions
HMR_7646,Transport reactions
HMR_7648,Steroid metabolism
HMR_7650,Transport reactions
HMR_7652,Inositol phosphate metabolism
HMR_7653,Transport reactions
HMR_7654,Inositol phosphate metabolism
HMR_7656,Inositol phosphate metabolism
HMR_7666,Transport reactions
HMR_7667,Transport reactions
HMR_7668,Biotin metabolism
HMR_7669,Biotin metabolism
HMR_7670,Biotin metabolism
HMR_7671,Biotin metabolism
HMR_7672,Biotin metabolism
HMR_7673,Biotin metabolism
HMR_7674,Galactose metabolism
HMR_7675,Transport reactions
HMR_7676,Nicotinate and nicotinamide metabolism
HMR_7680,Transport reactions
HMR_7682,Transport reactions
HMR_7683,Transport reactions
HMR_7684,Transport reactions
HMR_7685,Transport reactions
HMR_7686,Transport reactions
HMR_7687,Transport reactions
HMR_7688,Metabolism of xenobiotics by cytochrome P450
HMR_7689,Tyrosine metabolism
HMR_7690,Transport reactions
HMR_7691,Transport reactions
HMR_7692,Transport reactions
HMR_7693,Transport reactions
HMR_7701,Tyrosine metabolism
HMR_7702,"Glycine, serine and threonine metabolism"
HMR_7709,Butanoate metabolism
HMR_7711,Transport reactions
HMR_7713,Nucleotide metabolism
HMR_7714,Transport reactions
HMR_7715,Transport reactions
HMR_7716,Nucleotide metabolism
HMR_7717,Nucleotide metabolism
HMR_7718,Transport reactions
HMR_7719,Transport reactions
HMR_7720,Transport reactions
HMR_7721,Nucleotide metabolism
HMR_7722,Transport reactions
HMR_7723,Transport reactions
HMR_7724,Transport reactions
HMR_7725,Nucleotide metabolism
HMR_7726,Transport reactions
HMR_7727,Transport reactions
HMR_7728,Nucleotide metabolism
HMR_7729,Transport reactions
HMR_7730,Transport reactions
HMR_7731,Pantothenate and CoA biosynthesis
HMR_7733,Transport reactions
HMR_7735,Transport reactions
HMR_7740,Transport reactions
HMR_7743,Transport reactions
HMR_7745,Glycolysis / Gluconeogenesis
HMR_7746,Glycolysis / Gluconeogenesis
HMR_7747,Glycolysis / Gluconeogenesis
HMR_7748,Glycolysis / Gluconeogenesis
HMR_7749,Glycolysis / Gluconeogenesis
HMR_7756,"Phenylalanine, tyrosine and tryptophan biosynthesis"
HMR_7757,Transport reactions
HMR_7758,Transport reactions
HMR_7762,Transport reactions
HMR_7765,Transport reactions
HMR_7769,Transport reactions
HMR_7789,Transport reactions
HMR_7792,Transport reactions
HMR_7794,Miscellaneous
HMR_7796,Transport reactions
HMR_7799,Transport reactions
HMR_7801,Nucleotide metabolism
HMR_7804,Transport reactions
HMR_7806,Transport reactions
HMR_7808,Transport reactions
HMR_7810,Transport reactions
HMR_7812,Transport reactions
HMR_7814,Transport reactions
HMR_7815,Transport reactions
HMR_7816,Transport reactions
HMR_7818,Transport reactions
HMR_7820,Transport reactions
HMR_7822,Transport reactions
HMR_7824,Transport reactions
HMR_7825,Transport reactions
HMR_7826,Transport reactions
HMR_7827,Transport reactions
HMR_7828,Transport reactions
HMR_7829,Transport reactions
HMR_7830,Transport reactions
HMR_7831,Transport reactions
HMR_7832,Transport reactions
HMR_7833,Transport reactions
HMR_7834,Transport reactions
HMR_7835,Transport reactions
HMR_7836,Transport reactions
HMR_7837,Transport reactions
HMR_7838,Transport reactions
HMR_7839,Transport reactions
HMR_7840,Transport reactions
HMR_7841,Transport reactions
HMR_7842,Transport reactions
HMR_7843,Transport reactions
HMR_7844,Transport reactions
HMR_7845,Transport reactions
HMR_7846,Transport reactions
HMR_7847,Transport reactions
HMR_7848,Transport reactions
HMR_7849,Transport reactions
HMR_7850,Transport reactions
HMR_7851,Transport reactions
HMR_7852,Transport reactions
HMR_7853,Transport reactions
HMR_7854,Transport reactions
HMR_7863,Nucleotide metabolism
HMR_7864,Nucleotide metabolism
HMR_7865,Nucleotide metabolism
HMR_7866,Nucleotide metabolism
HMR_7867,Nucleotide metabolism
HMR_7868,Nucleotide metabolism
HMR_7869,Nucleotide metabolism
HMR_7870,Nucleotide metabolism
HMR_7871,Nucleotide metabolism
HMR_7872,Nucleotide metabolism
HMR_7873,Nucleotide metabolism
HMR_7874,Nucleotide metabolism
HMR_7875,Nucleotide metabolism
HMR_7876,Nucleotide metabolism
HMR_7878,Nucleotide metabolism
HMR_7879,Nucleotide metabolism
HMR_7880,Nucleotide metabolism
HMR_7881,Nucleotide metabolism
HMR_7882,Nucleotide metabolism
HMR_7883,Nucleotide metabolism
HMR_7884,Nucleotide metabolism
HMR_7885,Nucleotide metabolism
HMR_7886,Nucleotide metabolism
HMR_7887,Nucleotide metabolism
HMR_7888,Nucleotide metabolism
HMR_7889,Nucleotide metabolism
HMR_7890,Nucleotide metabolism
HMR_7891,Nucleotide metabolism
HMR_7892,Nucleotide metabolism
HMR_7893,Nucleotide metabolism
HMR_7896,Transport reactions
HMR_7898,Transport reactions
HMR_7900,Transport reactions
HMR_7902,Transport reactions
HMR_7904,Transport reactions
HMR_7908,Folate metabolism
HMR_7909,Folate metabolism
HMR_7910,Folate metabolism
HMR_7911,Folate metabolism
HMR_7912,Folate metabolism
HMR_7913,Folate metabolism
HMR_7916,Folate metabolism
HMR_7919,Folate metabolism
HMR_7920,Folate metabolism
HMR_7921,Folate metabolism
HMR_7922,Folate metabolism
HMR_7924,Transport reactions
HMR_7925,Folate metabolism
HMR_7935,Steroid metabolism
HMR_7940,Steroid metabolism
HMR_7941,Steroid metabolism
HMR_7944,Transport reactions
HMR_7945,Steroid metabolism
HMR_7947,Transport reactions
HMR_7948,Steroid metabolism
HMR_7949,Transport reactions
HMR_7950,Steroid metabolism
HMR_7951,Transport reactions
HMR_7952,Steroid metabolism
HMR_7957,Steroid metabolism
HMR_7959,Steroid metabolism
HMR_7962,Steroid metabolism
HMR_7963,Transport reactions
HMR_7964,Transport reactions
HMR_7965,Steroid metabolism
HMR_7966,Transport reactions
HMR_7967,Transport reactions
HMR_7968,Steroid metabolism
HMR_7970,Steroid metabolism
HMR_7973,Steroid metabolism
HMR_7976,Steroid metabolism
HMR_7984,Steroid metabolism
HMR_7985,Transport reactions
HMR_7986,Transport reactions
HMR_7987,Steroid metabolism
HMR_7989,Transport reactions
HMR_7990,Transport reactions
HMR_7993,Beta-alanine metabolism
HMR_7997,Transport reactions
HMR_7998,Transport reactions
HMR_8004,Vitamin D metabolism
HMR_8008,Vitamin D metabolism
HMR_8024,Transport reactions
HMR_8025,Lysine metabolism
HMR_8026,Lysine metabolism
HMR_8027,Lysine metabolism
HMR_8028,Transport reactions
HMR_8029,Lysine metabolism
HMR_8038,Metabolism of xenobiotics by cytochrome P450
HMR_8063,Bile acid biosynthesis
HMR_8065,Bile acid biosynthesis
HMR_8066,Cysteine and methionine metabolism
HMR_8067,Cysteine and methionine metabolism
HMR_8068,Cysteine and methionine metabolism
HMR_8069,Cysteine and methionine metabolism
HMR_8075,Transport reactions
HMR_8076,Transport reactions
HMR_8077,Transport reactions
HMR_8082,Transport reactions
HMR_8083,Nucleotide metabolism
HMR_8084,Transport reactions
HMR_8085,Nucleotide metabolism
HMR_8086,Transport reactions
HMR_8087,Nucleotide metabolism
HMR_8088,"Valine, leucine, and isoleucine metabolism"
HMR_8089,Transport reactions
HMR_8091,Tryptophan metabolism
HMR_8092,Tryptophan metabolism
HMR_8096,Arginine and proline metabolism
HMR_8097,Arginine and proline metabolism
HMR_8098,Arginine and proline metabolism
HMR_8102,Vitamin B6 metabolism
HMR_8105,Folate metabolism
HMR_8106,Folate metabolism
HMR_8107,Folate metabolism
HMR_8108,Folate metabolism
HMR_8109,Folate metabolism
HMR_8110,Folate metabolism
HMR_8112,Folate metabolism
HMR_8113,Folate metabolism
HMR_8114,Folate metabolism
HMR_8115,Folate metabolism
HMR_8116,Folate metabolism
HMR_8117,Folate metabolism
HMR_8125,Transport reactions
HMR_8127,Transport reactions
HMR_8129,Folate metabolism
HMR_8130,Folate metabolism
HMR_8132,Folate metabolism
HMR_8133,Folate metabolism
HMR_8135,Folate metabolism
HMR_8136,Folate metabolism
HMR_8137,Folate metabolism
HMR_8138,Folate metabolism
HMR_8139,Folate metabolism
HMR_8140,Folate metabolism
HMR_8141,Folate metabolism
HMR_8142,Folate metabolism
HMR_8144,Folate metabolism
HMR_8146,Transport reactions
HMR_8147,Sphingolipid metabolism
HMR_8148,Sphingolipid metabolism
HMR_8149,Sphingolipid metabolism
HMR_8150,Sphingolipid metabolism
HMR_8151,Sphingolipid metabolism
HMR_8152,Sphingolipid metabolism
HMR_8155,Sphingolipid metabolism
HMR_8156,Sphingolipid metabolism
HMR_8159,Sphingolipid metabolism
HMR_8165,Sphingolipid metabolism
HMR_8166,Sphingolipid metabolism
HMR_8167,Sphingolipid metabolism
HMR_8168,Sphingolipid metabolism
HMR_8169,Sphingolipid metabolism
HMR_8170,Sphingolipid metabolism
HMR_8172,Sphingolipid metabolism
HMR_8173,Sphingolipid metabolism
HMR_8174,Sphingolipid metabolism
HMR_8175,Sphingolipid metabolism
HMR_8176,Sphingolipid metabolism
HMR_8177,Sphingolipid metabolism
HMR_8178,Sphingolipid metabolism
HMR_8180,Sphingolipid metabolism
HMR_8184,Sphingolipid metabolism
HMR_8185,Sphingolipid metabolism
HMR_8186,Sphingolipid metabolism
HMR_8187,Sphingolipid metabolism
HMR_8188,Sphingolipid metabolism
HMR_8189,Sphingolipid metabolism
HMR_8191,Sphingolipid metabolism
HMR_8192,Sphingolipid metabolism
HMR_8193,Transport reactions
HMR_8194,Sphingolipid metabolism
HMR_8198,Sphingolipid metabolism
HMR_8199,Transport reactions
HMR_8200,Transport reactions
HMR_8201,Sphingolipid metabolism
HMR_8206,Sphingolipid metabolism
HMR_8207,Transport reactions
HMR_8208,Transport reactions
HMR_8209,Sphingolipid metabolism
HMR_8211,Sphingolipid metabolism
HMR_8214,Transport reactions
HMR_8216,Transport reactions
HMR_8217,Sphingolipid metabolism
HMR_8219,Sphingolipid metabolism
HMR_8220,Sphingolipid metabolism
HMR_8221,Sphingolipid metabolism
HMR_8224,Sphingolipid metabolism
HMR_8225,Transport reactions
HMR_8226,Sphingolipid metabolism
HMR_8227,Sphingolipid metabolism
HMR_8228,Sphingolipid metabolism
HMR_8233,Sphingolipid metabolism
HMR_8234,Transport reactions
HMR_8235,Sphingolipid metabolism
HMR_8238,Sphingolipid metabolism
HMR_8239,Transport reactions
HMR_8245,Sphingolipid metabolism
HMR_8246,Sphingolipid metabolism
HMR_8248,Sphingolipid metabolism
HMR_8249,Sphingolipid metabolism
HMR_8250,Sphingolipid metabolism
HMR_8251,Sphingolipid metabolism
HMR_8257,O-glycan metabolism
HMR_8262,Blood group biosynthesis
HMR_8263,Blood group biosynthesis
HMR_8264,Blood group biosynthesis
HMR_8267,Blood group biosynthesis
HMR_8268,Blood group biosynthesis
HMR_8271,Blood group biosynthesis
HMR_8275,Blood group biosynthesis
HMR_8276,Blood group biosynthesis
HMR_8277,Blood group biosynthesis
HMR_8278,Blood group biosynthesis
HMR_8279,Blood group biosynthesis
HMR_8280,Blood group biosynthesis
HMR_8284,Blood group biosynthesis
HMR_8285,Blood group biosynthesis
HMR_8286,Blood group biosynthesis
HMR_8291,Blood group biosynthesis
HMR_8292,Blood group biosynthesis
HMR_8293,Blood group biosynthesis
HMR_8294,Blood group biosynthesis
HMR_8305,Blood group biosynthesis
HMR_8306,Blood group biosynthesis
HMR_8316,Blood group biosynthesis
HMR_8317,Blood group biosynthesis
HMR_8318,Blood group biosynthesis
HMR_8319,Blood group biosynthesis
HMR_8340,Transport reactions
HMR_8341,Pentose and glucuronate interconversions
HMR_8344,Pentose and glucuronate interconversions
HMR_8345,Ascorbate and aldarate metabolism
HMR_8349,Ascorbate and aldarate metabolism
HMR_8350,Transport reactions
HMR_8352,Pentose and glucuronate interconversions
HMR_8354,Transport reactions
HMR_8356,Transport reactions
HMR_8357,Glycolysis / Gluconeogenesis
HMR_8360,Glycolysis / Gluconeogenesis
HMR_8364,Transport reactions
HMR_8365,Transport reactions
HMR_8371,Amino sugar and nucleotide sugar metabolism
HMR_8374,Transport reactions
HMR_8375,Amino sugar and nucleotide sugar metabolism
HMR_8377,Amino sugar and nucleotide sugar metabolism
HMR_8379,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8380,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8381,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8383,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8384,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8385,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8387,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8388,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8389,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8391,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8392,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8393,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8394,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8395,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8396,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8397,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8398,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8399,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8401,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8402,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8403,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8404,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8405,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8406,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8407,Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HMR_8409,ROS detoxification
HMR_8410,ROS detoxification
HMR_8412,Transport reactions
HMR_8413,ROS detoxification
HMR_8414,Transport reactions
HMR_8415,ROS detoxification
HMR_8426,Arginine and proline metabolism
HMR_8427,Arginine and proline metabolism
HMR_8429,Transport reactions
HMR_8440,"Glycine, serine and threonine metabolism"
HMR_8441,"Glycine, serine and threonine metabolism"
HMR_8443,Nucleotide metabolism
HMR_8444,Nucleotide metabolism
HMR_8445,Nucleotide metabolism
HMR_8448,Nucleotide metabolism
HMR_8449,Nucleotide metabolism
HMR_8450,Nucleotide metabolism
HMR_8451,Nucleotide metabolism
HMR_8452,Nucleotide metabolism
HMR_8453,Nucleotide metabolism
HMR_8454,Nucleotide metabolism
HMR_8455,Nucleotide metabolism
HMR_8456,Nucleotide metabolism
HMR_8457,Nucleotide metabolism
HMR_8458,Nucleotide metabolism
HMR_8459,Nucleotide metabolism
HMR_8460,Nucleotide metabolism
HMR_8462,Nucleotide metabolism
HMR_8463,Nucleotide metabolism
HMR_8464,Nucleotide metabolism
HMR_8465,Nucleotide metabolism
HMR_8466,Nucleotide metabolism
HMR_8467,Nucleotide metabolism
HMR_8468,Nucleotide metabolism
HMR_8469,Nucleotide metabolism
HMR_8470,Nucleotide metabolism
HMR_8471,Nucleotide metabolism
HMR_8472,Nucleotide metabolism
HMR_8473,Nucleotide metabolism
HMR_8474,Nucleotide metabolism
HMR_8475,Transport reactions
HMR_8476,Transport reactions
HMR_8477,Nucleotide metabolism
HMR_8478,Nucleotide metabolism
HMR_8479,Nucleotide metabolism
HMR_8482,Nucleotide metabolism
HMR_8483,Nucleotide metabolism
HMR_8485,Nucleotide metabolism
HMR_8486,Nucleotide metabolism
HMR_8487,Nucleotide metabolism
HMR_8488,Nucleotide metabolism
HMR_8489,Nucleotide metabolism
HMR_8496,Transport reactions
HMR_8497,Pyruvate metabolism
HMR_8500,Pyruvate metabolism
HMR_8501,Pyruvate metabolism
HMR_8502,Pyruvate metabolism
HMR_8503,Pyruvate metabolism
HMR_8504,Pyruvate metabolism
HMR_8505,Transport reactions
HMR_8506,Pyruvate metabolism
HMR_8507,Pyruvate metabolism
HMR_8508,Pyruvate metabolism
HMR_8509,Pyruvate metabolism
HMR_8510,Transport reactions
HMR_8511,Pyruvate metabolism
HMR_8513,Transport reactions
HMR_8514,Pyruvate metabolism
HMR_8516,Pyruvate metabolism
HMR_8518,Glycerophospholipid metabolism
HMR_8521,Glycerophospholipid metabolism
HMR_8523,Glycerophospholipid metabolism
HMR_8525,Glycerophospholipid metabolism
HMR_8530,Tyrosine metabolism
HMR_8534,Tyrosine metabolism
HMR_8535,Tyrosine metabolism
HMR_8538,Biopterin metabolism
HMR_8546,Eicosanoid metabolism
HMR_8548,Eicosanoid metabolism
HMR_8552,Eicosanoid metabolism
HMR_8557,Eicosanoid metabolism
HMR_8558,Eicosanoid metabolism
HMR_8560,Eicosanoid metabolism
HMR_8562,Transport reactions
HMR_8563,Tryptophan metabolism
HMR_8564,Tryptophan metabolism
HMR_8566,Tryptophan metabolism
HMR_8567,Transport reactions
HMR_8568,Starch and sucrose metabolism
HMR_8570,Starch and sucrose metabolism
HMR_8572,Starch and sucrose metabolism
HMR_8574,Starch and sucrose metabolism
HMR_8576,Starch and sucrose metabolism
